Name,Partido,,TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO,TELEFONÍA,TRASLACIÓN,DIFUSIÓN,ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD,ARRIENDO DE INMUEBLE,CONSUMOS BÁSICOS,EQUIPAMIENTO OFICINA PARLAMENTARIA,MATERIALES DE OFICINA,CORRESPONDENCIA,GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE),REPARACIONES LOCATIVAS DEL INMUEBLE,HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP),SEGUROS DE BIENES,ARRIENDO DE OFICINAS VIRTUALES,SERVICIOS WEB,CONTRATACIÓN SERVICIO DE ALMACENAMIENTO,ARRIENDO DE OFICINA MÓVIL,MANTENCION Y REPARACIÓN DE OFICINA MÓVIL,SERVICIOS MENORES,COVID-19 PERSONAL DE APOYO
Sra. Marisela Santibáñez,PC,,674716,158865,1682550,1864902,0,1000000,0,106242,28700,0,260500,0,0,0,0,0,0,0,0,500000,0
Sr. Diego Schalper,RN,,2102479,146329,1798741,0,0,843750,86805,0,5997,12860,0,0,0,0,0,0,0,0,0,500000,0
Sr. Alexis Sepúlveda Soto,PR,,978651,140973,1672310,2537722,0,0,0,0,30940,0,0,0,0,0,0,0,0,0,0,347000,0
Sr. Raúl Soto Mardones ,PPD,,247543,125474,1194528,892500,0,700000,0,652860,0,0,0,0,0,0,0,64990,0,0,0,500000,0
Sr. Francisco Undurraga,EVOP,,0,97683,2358831,0,0,510000,158773,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Cristóbal Urruticoechea,PREP,,588736,110442,3333299,6545,0,900000,107097,0,0,17744,0,0,0,0,0,0,0,0,0,499000,0
Sr. Gonzalo Winter,PCS,,2053894,290836,1326279,0,0,1250000,0,0,25433,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Gael Yeomans,PCS,,2036194,195703,1979757,0,0,662500,11765,0,29852,0,280000,0,0,0,0,0,0,0,0,500000,0
Sr. Cristian Labbé,UDI,,2028076,75449,2538068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. María Candelaria Acevedo,PC,,2209380,71168,1035572,15885,0,1810500,55770,320151,47913,4270,0,0,0,0,0,0,0,0,0,489203,0
Sr. Eric Aedo,DC,,1829069,51360,1634821,0,0,725000,0,0,164955,10319,0,0,0,0,0,0,0,0,0,500000,0
Sra. Yovana Ahumada,PDG,,681620,47626,1333158,1531194,0,490000,0,0,85034,9443,0,0,0,0,0,0,0,0,0,500000,0
Sr. Jaime Araya,IND,,2035600,0,2324767,630700,0,0,0,0,30450,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Cristián Araya,PREP,,2154928,96102,2230151,0,0,0,0,0,44070,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Mónica Arce,IND,,553194,0,78621,0,46470,450000,2923,4660575,109086,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Roberto Arroyo,PDG,,226198,127286,780339,0,0,956250,141990,1570895,65302,9005,0,0,0,0,0,0,0,0,0,500000,0
Sra. Danisa Astudillo,PS,,40911,231745,966775,0,0,850000,0,1249925,158019,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Chiara Barchiesi,PREP,,2405353,144950,492584,2198700,0,0,0,155960,26197,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Héctor Barría,DC,,59349,65014,1524994,1652000,0,833333,51350,0,21581,16579,0,0,0,0,0,0,0,0,0,500000,0
Sr. Miguel Ángel Becker,RN,,43843,40370,2529668,1365500,11290,555555,107692,157755,130282,17211,60000,0,0,0,0,0,0,0,0,500000,0
Sra. María Francisca Bello,PCS,,2446027,113108,522241,923700,162997,1125000,0,195970,67284,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Juan Carlos Beltrán,RN,,0,15594,2174580,345200,0,562500,2500,506980,20500,85976,0,0,0,0,0,0,0,0,0,500000,0
Sr. Gustavo Benavente,UDI,,0,49182,2038793,1310566,0,450000,5030,323876,24126,784,0,0,0,0,0,0,0,0,0,500000,0
Sr. Carlos Bianchi,IND,,1594088,116708,2131057,550000,0,1145555,0,0,29996,784,0,0,0,0,0,0,0,0,0,4792,95200
Sr. Fernando Bórquez,UDI,,0,64068,2296038,1613301,0,350000,0,139990,145822,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Ana María Bravo,PS,,47083,145078,1888753,1368500,0,1035920,12990,509990,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Marta Bravo,UDI,,1000000,17792,1323311,620000,0,824802,0,0,0,784,0,0,0,0,0,0,0,0,0,500000,0
Sr. Félix Bugueño,FRVS,,998154,113396,1908881,1109342,0,390000,0,71990,7464,19480,0,0,0,0,0,0,0,0,0,500000,0
Sra. Mercedes Bulnes,IND,,1863375,127286,2003259,700000,0,1280000,0,0,17580,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Felipe Camaño,IND,,27300,122078,1414361,1859000,0,0,0,0,11832,43502,0,0,0,0,0,0,0,0,0,500000,0
Sra. Nathalie Castillo,PC,,2363162,126854,1203601,0,60379,1325000,131697,0,33000,0,125000,0,0,0,0,0,0,0,0,450000,0
Sr. Ricardo Cifuentes,DC,,1465089,32034,2521047,1884770,0,450000,0,0,10180,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Sara Concha,PCC,,2233406,32034,1176462,0,0,720000,151843,853516,38000,15878,0,0,0,0,0,0,0,0,0,500000,10000
Sra. María Luisa Cordero,IND,,2179267,143728,2095247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Eduardo Cornejo,UDI,,0,49803,2178376,1500000,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Luis Alberto Cuello,PC,,2270765,303120,282596,1032928,0,450000,36952,414140,96409,0,0,0,0,0,0,0,0,0,0,360000,0
Sr. Gonzalo De la Carrera,IND,,0,196246,2794245,0,0,0,0,1250950,36394,0,214200,0,0,0,0,0,0,0,0,500000,67353
Sr. Tomás De Rementería,IND,,50844,105146,1390000,804440,0,906667,0,0,9389,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Viviana Delgado,PEV,,503194,151099,1377709,0,0,750000,267565,580692,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Felipe Donoso,UDI,,0,0,2657524,869000,0,978098,8000,510121,85278,9575,90000,0,0,0,0,0,0,0,0,500000,0
Sra. Lorena Fries,IND,,6381,54168,1526367,0,0,655646,97543,0,38155,0,135000,0,0,0,0,0,0,0,0,500000,0
Sra. Ana María Gazmuri,IND,,1544779,116116,1475835,411472,0,977142,0,0,10931,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Andrés Giordano,IND,,2089810,51095,683569,471165,0,0,0,455661,0,0,0,0,0,0,0,36588,0,0,0,500000,0
Sra. Marta González,IND,,1029116,167083,1979499,250000,0,1333333,100320,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Mauro González,RN,,487760,49826,2194083,805902,0,1063888,111684,460428,67798,15154,0,0,0,0,0,16975,0,0,0,500000,0
Sr. Jorge Guzmán,EVOP,,1548242,0,1362982,1470000,0,491734,24435,0,0,784,0,0,0,0,0,0,0,0,0,500000,0
Sr. Juan Irarrázaval,PREP,,2242566,30444,2400299,0,0,0,0,113897,68612,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Andrés Jouannet,IND,,47716,96233,2392860,3000000,0,0,161438,1019980,158696,9049,0,0,0,0,0,0,0,0,0,500000,0
Sr. Johannes Kaiser,PREP,,40120,223441,1351736,500000,0,1687500,0,355361,11310,784,256410,0,0,0,0,0,0,0,0,500000,0
Sra. Paula Labra,IND,,141307,106992,2852927,128762,350000,493446,21662,0,4947,0,125356,0,0,0,0,0,0,0,0,500000,0
Sr. Tomás Lagomarsino,IND,,2250017,0,1188032,1222269,0,0,0,0,86592,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Henry Leal,UDI,,409424,52217,2898648,635629,0,503717,127603,285344,32682,12281,0,0,0,0,0,0,0,0,0,500000,0
Sr. Enrique Lee,PRI,,1218615,51981,1256563,357000,0,1717818,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Daniel Lilayu,UDI,,15652,32034,2581184,493090,0,517632,30706,0,0,0,0,0,0,0,0,550000,0,0,0,500000,0
Sr. Luis Malla,LIBERAL,,41768,143728,801825,884051,88059,1650000,33840,282850,35400,0,120000,0,0,0,0,0,0,0,0,500000,0
Sr. Daniel Manouchehri,PS,,1000000,122500,1033546,2511482,0,944444,0,0,104395,12681,0,0,0,0,0,0,0,0,0,500000,0
Sr. Cristóbal Martínez,UDI,,0,25369,2487126,132093,0,800000,30091,55080,36206,4854,0,0,0,0,0,0,0,1535559,0,500000,0
Sr. Christian Matheson,IND,,0,0,1903266,71400,0,2000000,160347,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Karen Medina,PDG,,1179728,121265,1148559,536690,135000,1867857,31700,199605,0,784,0,0,0,0,0,0,0,0,0,500000,0
Sr. José Carlos Meza,PREP,,2051431,76111,977007,0,0,1200000,18695,326998,0,0,0,0,0,0,0,0,0,0,0,386033,0
Sra. Helia Molina,PPD,,2021619,23813,2343477,0,0,0,0,0,0,784,0,0,0,0,0,0,0,0,0,500000,0
Sra. Javiera Morales,PCS,,1189702,0,1437647,217645,0,1375000,75200,0,87461,0,280000,0,170330,0,0,0,0,0,0,500000,0
Sra. Carla Morales,RN,,2361527,23813,1521726,973000,0,255555,0,0,0,0,0,0,0,0,0,0,0,0,0,466657,0
Sr. Benjamín Moreno,PREP,,0,77329,713459,619000,0,1082736,135343,66661,19852,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Camila Musante,IND,,2268631,0,1728125,0,88000,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sra. Gloria Naveillan,IND,,57488,52530,1897319,1300000,0,580000,63100,151487,258150,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Ericka Ñanco,RD,,364198,17792,1090119,0,0,727651,120284,700750,78100,12700,0,0,0,0,0,0,0,0,0,500000,0
Sr. Mauricio Ojeda,IND,,1707535,64068,1913211,800000,0,0,0,0,30193,784,0,0,0,0,0,0,0,0,0,499000,0
Sr. Rubén Darío Oyarzo,PDG,,0,95252,2665209,1612456,0,0,0,0,0,5699,0,0,0,0,0,0,0,0,0,500000,0
Sr. Hernán Palma,IND,,2037907,100055,1239010,0,0,600000,129544,165132,141610,0,91168,0,0,0,0,0,0,0,0,500000,0
Sra. Marlene Pérez,IND,,0,75382,1880913,1150959,18809,1125000,69752,353034,201750,18873,0,0,0,0,0,0,0,0,0,500000,0
Sr. Víctor Alejandro Pino,PDG,,27868,151099,2593986,0,0,680560,89598,387741,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Lorena Pizarro,PC,,426599,135236,1834443,1000000,9500,0,0,0,26679,0,0,0,0,0,0,0,0,0,0,0,0
Sra. Alejandra Placencia,PC,,0,50936,1336795,952000,44960,491734,7068,0,0,0,88000,0,0,0,0,0,0,0,0,500000,0
Sr. Francisco Pulgar,IND,,10272,51361,978908,1270000,0,965651,9990,149990,32960,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Matías Ramírez,PC,,1818414,0,1169161,595000,0,1575000,0,0,0,0,0,0,0,0,0,0,0,0,0,256187,0
Sra. Marcia Raphael,RN,,0,55847,2085116,190000,0,1777777,561780,502980,61385,8678,0,0,0,0,0,0,0,0,0,500000,0
Sra. Marcela Riquelme,IND,,1066788,79660,1752024,464198,0,1111111,44370,67270,65660,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Agustín Romero,PREP,,2106061,79660,2377542,0,0,0,0,78330,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Natalia Romero,IND,,500000,47626,2495244,1073500,0,688428,10990,49274,0,0,0,0,0,0,0,25000,0,0,0,500000,0
Sr. Jaime Sáez,RD,,415177,94981,1926866,731904,0,1186871,0,0,27425,10767,0,0,0,0,0,0,0,0,0,500000,0
Sr. Jorge Saffirio,DC,,338281,32034,1568596,767500,0,1170000,52000,862750,0,6284,0,0,0,0,0,0,0,0,0,500000,0
Sra. Clara Sagardia,IND,,486758,24371,1993221,0,0,430000,0,1757485,237142,784,0,0,0,0,0,0,0,0,0,500000,32580
Sr. Luis Sánchez,PREP,,489922,17792,1518037,920045,68670,1250000,51690,410840,470050,0,0,0,0,0,0,0,0,0,0,499000,0
Sra. Emilia Schneider,COMUNES,,530132,110111,1784054,3114,0,1455000,0,0,162944,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Stephan Schubert,IND,,1165934,24606,1981889,678500,105904,955555,200000,0,7555,784,0,0,0,0,0,0,0,0,0,499000,0
Sra. Daniela Serrano,PC,,2134095,162868,1275755,0,0,690000,82269,60000,164960,6970,0,0,0,0,0,64990,0,0,0,467865,29390
Sr. Marco Antonio Sulantay,UDI,,0,45231,2416997,664400,599582,910000,0,943801,0,0,0,0,0,0,0,0,0,0,0,499000,0
Sr. Cristián Tapia,IND,,328637,224020,2731707,660000,0,1631250,0,0,0,13836,0,0,0,0,0,0,0,0,0,500000,0
Sr. Hotuiti Teao,IND,,2119710,104497,1401656,77112,0,0,0,0,30616,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Carolina Tello,PC,,2518408,51981,2009153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Héctor Ulloa,IND,,392943,87881,1865548,0,0,1241793,139392,566170,0,0,225000,0,0,0,0,0,0,0,0,500000,0
Sr. Alberto Undurraga,DC,,1094332,0,1703216,600000,291550,496980,112319,0,0,0,0,0,0,0,0,46864,0,0,0,500000,0
Sra. Consuelo Veloso,RD,,1760188,53376,2335184,482860,0,727777,30100,12990,5380,784,0,0,0,0,0,0,0,0,0,256187,0
Sr. Nelson Venegas,PS,,2107167,102101,795866,1280700,0,410000,0,0,29386,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Sebastián Videla,IND,,2415249,22928,1264388,0,0,1750000,0,0,215615,0,0,0,0,0,0,0,0,0,0,0,0
Sra. Flor Weisse,UDI,,57468,9839,3098393,972080,0,880000,96139,99860,0,0,0,124740,0,0,0,0,0,0,0,500000,0
Sr. Jaime Naranjo,PS,,1848731,17991,1929981,458000,0,1125000,0,0,83604,0,0,0,0,0,0,0,0,0,0,138971,0
Sr. René Alinco,IND,,2220627,204511,1286563,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Sergio Bobadilla,UDI,,2038231,105173,1806673,0,0,792800,0,0,0,4033,0,0,0,0,0,0,0,0,0,500000,0
Sr. Jaime Mulet,FRVS,,30360,152867,2266772,2571852,0,260000,10800,0,2023,18239,0,0,0,0,0,0,0,0,0,500000,0
Sr. Gastón Von Mühlenbrock,UDI,,11477,118097,1631437,2036100,0,781210,0,368117,11107,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Gaspar Rivas,PDG,,16733,0,2473547,1074410,0,0,0,0,56051,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Frank Sauerbaum,RN,,311773,183407,2949785,0,0,1025913,85400,0,4284,20570,0,0,0,0,0,0,0,0,0,500000,3990
Sr. Bernardo Berger,IND,,0,37184,1325390,692145,0,803166,256996,0,3403,0,400000,0,0,0,0,0,0,0,0,500000,0
Sra. Karol Cariola,PC,,1595596,179168,1178323,540000,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Daniella Cicardini,PS,,939900,197796,3078643,1100000,0,0,0,0,524315,44970,0,0,0,0,0,0,0,0,0,500000,0
Sr. Juan Antonio Coloma,UDI,,1252000,120095,2273958,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Joaquín Lavín,UDI,,0,162590,1554340,1400000,0,0,0,0,16266,0,0,0,0,0,0,950000,0,0,0,500000,0
Sr. Daniel Melo,PS,,413460,81860,1522698,0,0,819557,36579,29990,247429,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Vlado Mirosevic,LIBERAL,,1288769,82582,1635818,180000,0,1530312,65720,0,0,16931,128000,0,0,0,0,0,0,0,0,499997,28090
Sr. Jorge Rathgeb,RN,,43345,91913,1932890,1660462,0,1075000,133735,0,14950,5250,0,0,0,0,0,0,0,0,0,500000,0
