Name,Partido,,TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO,TELEFONÍA,TRASLACIÓN,DIFUSIÓN,ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD,ARRIENDO DE INMUEBLE,CONSUMOS BÁSICOS,EQUIPAMIENTO OFICINA PARLAMENTARIA,MATERIALES DE OFICINA,CORRESPONDENCIA,GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE),REPARACIONES LOCATIVAS DEL INMUEBLE,HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP),SEGUROS DE BIENES,ARRIENDO DE OFICINAS VIRTUALES,SERVICIOS WEB,CONTRATACIÓN SERVICIO DE ALMACENAMIENTO,ARRIENDO DE OFICINA MÓVIL,MANTENCION Y REPARACIÓN DE OFICINA MÓVIL,SERVICIOS MENORES,COVID-19 PERSONAL DE APOYO
Sra. Maite Orsini,RD,,2025833,84774,1787867,0,0,1058239,0,0,63967,15595,0,0,0,0,0,0,0,0,0,0,0
Sra. Ximena Ossandón,RN,,1422120,157207,1908997,312061,0,700000,35890,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Joanna Pérez,DC,,2010200,376065,2249548,0,0,863500,0,0,9248,7499,0,0,0,0,0,0,0,0,0,46803,0
Sra. Catalina Pérez,RD,,854257,84186,1151636,1303000,0,1160210,48044,0,0,14587,0,0,0,0,0,0,0,0,0,500000,0
Sr. Guillermo Ramírez,UDI,,0,100006,2314995,0,0,1243000,225901,189998,4853,0,80000,0,0,0,0,178500,0,0,0,500000,0
Sr. Hugo Rey,RN,,2143681,77987,1441183,999000,0,485548,0,0,11877,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Camila Rojas,COMUNES,,2235800,71272,602856,357000,0,1249358,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0
Sr. Leonidas Romero,IND,,1418288,400988,1886870,0,0,650000,43520,0,35465,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Patricio Rosas,IND,,0,150185,2443979,1028000,0,397990,71519,0,71876,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Juan Santana,PS,,2324807,172769,1377892,1437445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Marisela Santibáñez,PC,,788676,1156625,2065060,0,0,1000000,0,106242,33980,0,243750,0,0,0,0,0,0,0,0,207945,0
Sr. Diego Schalper,RN,,2298985,101624,2115424,0,0,843750,101022,0,27636,8520,0,0,0,0,0,0,0,0,0,0,0
Sr. Alexis Sepúlveda Soto,PR,,754880,111398,1186469,3050000,0,0,0,0,30940,0,0,0,0,0,0,0,0,0,0,497000,0
Sr. Raúl Soto Mardones ,PPD,,247543,119915,1336109,0,0,700000,0,0,15831,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Francisco Undurraga,EVOP,,0,88970,2415208,0,0,510000,148547,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Cristóbal Urruticoechea,PREP,,577541,94965,3491357,0,0,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,499000,0
Sr. Gonzalo Winter,PCS,,1906474,104666,1517006,0,0,1250000,0,0,13677,0,0,0,0,0,0,0,0,0,0,244452,0
Sra. Gael Yeomans,PCS,,2085216,448735,1495810,50075,0,662500,0,0,3345,0,0,0,0,0,0,0,0,0,0,185277,0
Sr. Cristian Labbé,UDI,,2028076,75198,2432452,74073,0,0,0,0,31794,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. María Candelaria Acevedo,PC,,2200826,71168,1131571,530270,0,510000,89930,239171,97563,0,0,0,0,0,0,0,0,0,0,283850,0
Sr. Eric Aedo,DC,,1829069,51359,1855978,0,0,743850,107922,166665,0,82887,0,0,0,0,0,0,0,0,0,409180,0
Sra. Yovana Ahumada,PDG,,670700,47626,1337817,245735,0,490000,0,0,153605,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Jaime Araya,IND,,2035600,0,2424443,929063,0,0,0,0,22887,0,0,0,0,0,0,0,0,0,0,256187,0
Sr. Cristián Araya,PREP,,1898497,96102,2339441,49980,0,0,0,0,96769,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Mónica Arce,IND,,532980,0,385681,0,12650,450000,0,129979,24530,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Roberto Arroyo,PDG,,160000,127286,844310,293480,0,956250,137970,1530923,190554,25680,0,0,0,0,0,0,0,0,0,500000,0
Sra. Danisa Astudillo,PS,,1600000,145905,1581726,0,0,850000,0,297250,301813,157381,0,0,0,0,0,0,0,0,0,500000,0
Sra. Chiara Barchiesi,PREP,,2391703,51980,1780810,36500,0,0,0,0,1331,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Héctor Barría,DC,,56057,32034,2026691,778411,46089,833333,28800,93760,40495,11643,0,0,0,0,0,0,0,0,0,500000,0
Sr. Miguel Ángel Becker,RN,,37569,25370,2706558,1060099,42500,555555,104592,186735,32870,794,40000,0,0,0,0,0,0,0,0,500000,0
Sra. María Francisca Bello,PCS,,2446027,128136,896302,216699,0,1125000,46846,0,18016,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Juan Carlos Beltrán,RN,,0,15594,2027567,943700,0,562500,15162,0,59109,794,0,0,0,0,0,0,0,0,0,500000,0
Sr. Gustavo Benavente,UDI,,0,49294,2243822,1200000,0,890000,2320,285266,78917,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Carlos Bianchi,IND,,1594088,66928,1765506,350000,0,1145555,0,0,21831,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Fernando Bórquez,UDI,,0,64068,2722099,1787960,0,350000,0,17400,120888,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Ana María Bravo,PS,,48643,145078,1785451,1349500,0,1048041,0,0,123760,19036,0,0,0,0,0,0,0,0,0,500000,0
Sra. Marta Bravo,UDI,,1016391,17792,1622954,1119900,239369,834453,269370,0,26743,7277,0,0,0,0,0,0,0,0,0,500000,0
Sr. Félix Bugueño,FRVS,,997270,153428,1852105,1300000,0,390000,0,0,0,794,0,0,0,0,0,0,0,0,0,500000,0
Sra. Mercedes Bulnes,IND,,1779717,127286,2089439,0,0,1280000,0,0,81418,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Felipe Camaño,IND,,683628,129613,1907568,2216000,0,0,0,0,15008,25552,0,0,0,0,0,0,0,0,0,500000,0
Sra. Nathalie Castillo,PC,,2463712,394305,1085169,0,154700,1100000,126620,82500,178820,0,125000,0,0,0,0,0,0,0,0,210000,0
Sr. Ricardo Cifuentes,DC,,1426344,59766,3040012,547426,0,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Sara Concha,PCC,,2224670,32034,2024444,24990,0,720000,49831,214036,22114,794,0,0,0,0,0,0,0,0,0,500000,0
Sra. María Luisa Cordero,IND,,2179267,165427,2072763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Eduardo Cornejo,UDI,,0,49803,2657519,1300000,0,300000,13643,119960,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Luis Alberto Cuello,PC,,2269546,127286,385292,1078499,0,450000,102215,345918,1331,0,0,0,0,0,0,0,0,0,0,486500,0
Sr. Gonzalo De la Carrera,IND,,0,92989,2902136,0,0,885990,1840,643532,52036,0,0,0,0,0,0,0,0,0,0,500000,6210
Sr. Tomás De Rementería,IND,,50844,105505,1639910,804440,0,400000,0,0,338818,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Viviana Delgado,PEV,,503194,151099,1459183,0,0,750000,226377,979747,88370,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Felipe Donoso,UDI,,30150,0,2510003,869000,0,981742,95008,553949,56950,794,90000,20000,0,0,0,0,0,0,0,500000,0
Sra. Lorena Fries,IND,,373721,49184,1893894,0,0,663317,139400,48980,61733,0,150000,0,0,0,0,0,0,0,0,500000,0
Sra. Ana María Gazmuri,IND,,1544779,132616,1030487,665219,0,1157142,0,0,1523,4509,0,0,0,0,0,0,0,0,0,500000,0
Sr. Andrés Giordano,IND,,1767838,59397,1076199,12540,0,0,0,69990,83417,0,0,0,0,0,0,80070,0,0,0,500000,0
Sra. Marta González,IND,,1023000,194924,2425204,0,0,1333333,0,0,20500,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Mauro González,RN,,455000,49826,1884347,1174500,135001,1063888,39460,460428,10254,794,0,0,0,0,0,0,0,0,0,500000,0
Sr. Jorge Guzmán,EVOP,,1687265,0,1636781,1220000,0,497488,41411,148977,0,0,0,0,0,0,0,0,0,0,0,475674,0
Sr. Juan Irarrázaval,PREP,,1648087,30618,2693257,42840,0,0,0,113897,10016,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Andrés Jouannet,IND,,369513,25990,3720972,0,0,0,200422,375960,27044,0,0,0,0,0,0,0,0,0,0,480040,0
Sr. Johannes Kaiser,PREP,,56402,47626,1620333,500000,0,1687500,0,355361,7121,0,256410,0,0,0,0,0,0,0,0,500000,0
Sra. Paula Labra,IND,,1378,88960,3041828,4990,0,761098,75018,0,38531,0,125356,0,0,0,0,0,0,0,0,500000,0
Sr. Tomás Lagomarsino,IND,,2250017,0,989940,1347936,0,0,0,146651,12366,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Henry Leal,UDI,,409424,52324,2736861,901042,0,509087,49900,285344,12769,794,0,0,0,0,0,0,0,0,0,500000,0
Sr. Enrique Lee,PRI,,1235486,51980,1580368,198135,0,1735953,0,145980,34605,0,0,0,0,0,0,0,0,0,0,369721,0
Sr. Daniel Lilayu,UDI,,0,32034,3240481,370000,0,523689,30706,0,0,0,0,0,0,0,0,550000,0,0,0,500000,0
Sr. Luis Malla,LIBERAL,,32082,143728,81921,75000,0,1650000,43956,566850,92300,0,120000,0,0,0,0,0,0,0,0,500000,0
Sr. Daniel Manouchehri,PS,,1000000,81901,1344166,2192744,0,944444,0,0,0,794,0,0,0,0,0,0,0,0,0,418729,0
Sr. Cristóbal Martínez,UDI,,29222,25371,2935572,101769,0,800000,30091,97960,13614,794,110000,0,0,0,0,0,0,1168520,0,500000,0
Sr. Christian Matheson,IND,,0,0,1885390,0,0,2900000,39371,0,32651,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Karen Medina,PDG,,983475,143763,1386629,104720,0,1867857,25900,199605,41914,0,0,0,0,0,0,0,0,0,0,499370,0
Sr. José Carlos Meza,PREP,,2051431,76111,1600794,0,0,1200000,0,300142,4886,0,0,0,0,0,0,0,0,0,0,0,0
Sra. Helia Molina,PPD,,2021619,23813,1956279,0,0,0,0,0,32555,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Javiera Morales,PCS,,1189702,0,899530,612548,0,1375000,257239,0,86057,0,280000,0,0,0,0,0,0,0,0,500000,0
Sra. Carla Morales,RN,,82061,23813,1239598,1188000,0,255555,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Benjamín Moreno,PREP,,0,81673,1761945,900000,0,1095136,418186,66661,210366,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Camila Musante,IND,,2333344,0,1895928,0,0,600000,0,0,12200,0,0,0,0,0,0,0,0,0,0,256187,0
Sra. Gloria Naveillan,IND,,268408,52530,1988096,1360000,338230,580000,0,240437,8141,8522,0,0,0,0,0,0,0,0,0,489203,0
Sra. Ericka Ñanco,RD,,899198,17792,1357160,227920,0,735322,134799,793971,152728,6000,0,0,0,0,0,0,0,0,0,500000,0
Sr. Mauricio Ojeda,IND,,1706261,64270,2321930,800000,0,0,0,0,61056,0,0,0,0,0,0,0,0,0,0,256187,0
Sr. Rubén Darío Oyarzo,PDG,,0,95252,2561147,1741729,0,0,0,0,130043,794,0,0,0,0,0,0,0,0,0,500000,0
Sr. Hernán Palma,IND,,30173,90098,1555444,0,0,600000,105688,191121,0,0,0,90000,0,0,0,0,0,0,0,500000,0
Sra. Marlene Pérez,IND,,0,18192,1903355,899980,28489,1125000,146175,0,3982,794,0,0,0,0,0,0,0,0,0,500000,0
Sr. Víctor Alejandro Pino,PDG,,566052,151099,3331390,155009,0,533287,66073,457157,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Lorena Pizarro,PC,,426599,135236,1777734,1706500,40870,0,0,0,33030,0,0,0,0,0,0,0,0,0,0,0,0
Sra. Alejandra Placencia,PC,,1092031,50936,1664018,0,181519,497488,0,0,70280,0,88000,0,0,0,0,0,0,0,0,500000,0
Sr. Francisco Pulgar,IND,,1215000,51361,1267923,820000,0,972855,1182,621442,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Matías Ramírez,PC,,1818414,0,1433162,580543,0,1575000,0,131996,23748,0,0,0,0,0,0,0,0,0,0,0,0
Sra. Marcia Raphael,RN,,0,55847,1921900,770905,0,1777777,490184,121380,29393,794,0,0,0,0,0,0,0,0,0,500000,0
Sra. Marcela Riquelme,IND,,1063479,330590,1845160,6259,0,1111111,0,467600,165249,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Agustín Romero,PREP,,2106061,79660,2330418,0,0,0,0,78330,47124,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Natalia Romero,IND,,300000,47626,3032811,1035500,45795,696483,0,34284,26400,0,0,0,0,0,0,245092,0,0,0,0,0
Sr. Jaime Sáez,RD,,415177,94981,1051215,1581236,0,1199528,26184,285920,0,794,0,0,0,0,0,0,0,0,0,500000,0
Sr. Jorge Saffirio,DC,,338281,32034,1678417,873545,0,1170000,80800,0,10500,794,0,0,0,0,0,0,0,0,0,500000,0
Sra. Clara Sagardia,IND,,486758,41605,2434538,286160,0,430000,107000,0,335713,0,0,0,0,0,0,0,0,0,0,500000,41450
Sr. Luis Sánchez,PREP,,773582,17792,1446791,272090,32844,1250000,23310,0,129858,0,0,0,0,0,0,0,0,0,0,499000,0
Sra. Emilia Schneider,COMUNES,,952812,102083,2481390,0,0,970000,29990,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Stephan Schubert,IND,,1165934,47626,2206657,800000,0,955555,200000,0,34649,0,0,0,0,0,0,0,0,0,0,0,0
Sra. Daniela Serrano,PC,,2134095,151099,1164990,0,0,690000,47522,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Marco Antonio Sulantay,UDI,,0,89751,2696676,768400,0,910000,0,695436,11189,0,0,0,0,0,0,0,0,0,0,499000,0
Sr. Cristián Tapia,IND,,1365401,167270,2166224,0,0,1631250,0,0,20500,794,0,0,0,0,0,0,0,0,0,461474,0
Sr. Hotuiti Teao,IND,,2119710,124323,2129508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Carolina Tello,PC,,2532221,51980,1903541,148750,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Héctor Ulloa,IND,,254856,87881,1803177,0,72000,1256323,104792,65280,163130,0,225000,0,0,0,0,0,20825,0,0,500000,0
Sr. Alberto Undurraga,DC,,688890,0,1767069,600000,324772,502794,141402,125970,15440,0,0,0,0,0,0,90735,0,0,0,500000,0
Sra. Consuelo Veloso,RD,,1744705,53376,2028560,518560,0,727777,29300,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Nelson Venegas,PS,,2107167,114155,976769,1530660,0,410000,0,0,747,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Sebastián Videla,IND,,2415249,42989,1459942,0,0,1750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sra. Flor Weisse,UDI,,47312,65580,3114214,431147,0,880000,246429,179990,4489,0,0,40800,0,0,0,0,0,0,0,500000,5000
Sr. Jaime Naranjo,PS,,1820983,17991,2265548,372756,0,1125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr. René Alinco,IND,,2224267,204511,1390146,328500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499999,0
Sr. Sergio Bobadilla,UDI,,1727061,105173,2359939,0,0,792800,0,0,0,7327,0,0,0,0,0,0,0,0,0,254610,0
Sr. Jaime Mulet,FRVS,,43500,154648,2367103,1811500,0,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Gastón Von Mühlenbrock,UDI,,11477,79660,1353038,2176800,0,789649,0,368117,178804,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Gaspar Rivas,PDG,,42599,0,3140901,1028000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Frank Sauerbaum,RN,,311773,181659,2929079,372000,0,1033788,0,0,28761,38820,0,0,0,0,0,0,0,0,0,500000,16828
Sr. Bernardo Berger,IND,,0,32034,1449353,505600,0,812564,163503,0,0,0,0,0,0,0,0,400000,0,0,0,500000,0
Sra. Karol Cariola,PC,,1615980,179168,1325496,0,0,1000000,0,0,0,0,160000,0,0,0,0,0,0,0,0,489203,0
Sra. Daniella Cicardini,PS,,948818,154250,2511888,826418,0,0,0,0,212150,36204,0,0,0,0,0,0,0,0,0,500000,0
Sr. Juan Antonio Coloma,UDI,,1199000,92033,2358068,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Joaquín Lavín,UDI,,0,175453,1828499,1400000,0,0,0,0,0,6299,0,0,0,0,0,950000,0,0,0,500000,0
Sr. Daniel Melo,PS,,393010,81860,1233539,13209,0,829147,42804,0,48177,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Vlado Mirosevic,LIBERAL,,255867,82582,1435501,180000,0,1546637,92153,0,28300,0,305610,0,0,0,0,0,0,0,0,499997,0
Sr. Jorge Rathgeb,RN,,50625,91913,1958384,1535303,0,1075000,119480,0,126840,0,0,0,0,0,0,0,0,0,0,500000,0
