Name,Partido,,TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO,TELEFONÍA,TRASLACIÓN,DIFUSIÓN,ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD,ARRIENDO DE INMUEBLE,CONSUMOS BÁSICOS,EQUIPAMIENTO OFICINA PARLAMENTARIA,MATERIALES DE OFICINA,CORRESPONDENCIA,GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE),REPARACIONES LOCATIVAS DEL INMUEBLE,HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP),SEGUROS DE BIENES,ARRIENDO DE OFICINAS VIRTUALES,SERVICIOS WEB,CONTRATACIÓN SERVICIO DE ALMACENAMIENTO,ARRIENDO DE OFICINA MÓVIL,MANTENCION Y REPARACIÓN DE OFICINA MÓVIL,SERVICIOS MENORES,COVID-19 PERSONAL DE APOYO
Sra. Sofía Cid,RN,,519868,123091,3259367,1537500,0,0,0,0,136496,59177,0,0,0,0,0,0,0,0,0,500000,0
Sra. Catalina Del Real,RN,,550896,282261,2958110,0,714000,0,0,0,89954,5952,0,0,0,0,0,0,0,0,0,500000,0
Sr. Jorge Durán,RN,,2149845,279743,1650697,0,0,0,0,0,0,0,0,0,0,0,0,700000,0,0,0,500000,0
Sr. Eduardo Durán,RN,,2027585,193326,1528778,34379,0,861111,0,0,26370,15827,0,0,0,0,0,0,0,0,0,243582,0
Sra. Camila Flores,RN,,1853301,80459,1940489,890669,0,0,0,0,32731,0,0,0,0,0,0,0,0,0,0,499900,9000
Sr. Juan Fuenzalida,UDI,,0,160748,2550360,1277500,0,0,0,0,9202,5416,0,0,0,0,0,0,0,0,0,500000,0
Sr. Félix González,PEV,,221851,115982,1746595,0,0,1231200,68023,0,0,0,0,17200,0,0,0,0,0,0,0,500000,0
Sra. Carmen Hertz,PC,,1036809,115224,1407800,0,0,666900,24411,0,50546,0,125000,0,0,0,0,0,0,0,0,500000,0
Sr. Tomás Hirsch,IND,,57450,120486,2125117,0,65559,1237500,35200,385950,71890,0,140000,0,0,0,0,0,0,0,0,500000,0
Sr. Diego Ibáñez,PCS,,2367507,239370,1445608,654600,0,480000,26018,0,33072,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Marcos Ilabaca,PS,,92648,154455,1801104,1000600,0,1112964,426472,0,0,0,20000,0,0,0,0,0,0,0,0,500000,0
Sra. Pamela Jiles,PH,,850613,128755,1952331,150000,0,600000,230850,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Harry Jürgensen,IND,,899073,198199,1996712,0,0,1421876,0,0,0,0,232050,0,0,0,0,0,0,0,0,499000,0
Sr. Raúl Leiva,PS,,439447,101095,2352665,0,0,836398,42514,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Andrés Longton,RN,,2234690,185144,2041762,400000,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,496000,0
Sra. Carolina Marzán,PPD,,2407632,149215,1856861,440000,0,291666,0,0,49255,12967,0,0,0,0,0,0,0,0,0,500000,0
Sr. Cosme Mellado,PR,,1052031,85856,1789377,1213740,0,915778,85190,0,27048,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Miguel Mellado,RN,,42954,117294,2541287,519000,54800,563000,241970,0,9472,0,0,17280,0,0,0,0,0,0,0,500000,0
Sra. Claudia Mix Jiménez,COMUNES,,2118188,216217,1672543,0,0,575000,0,0,6837,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Cristhian Moreira,UDI,,0,101467,2323565,0,0,1000000,0,0,73257,10401,0,0,0,0,0,0,0,0,0,500000,0
Sra. Francesca Muñoz,RN,,1714858,41291,1848998,0,0,1100000,130966,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Emilia Nuyado,PS,,1030479,36336,2573124,0,0,853126,239649,0,50594,4166,0,0,0,0,0,0,0,0,0,459436,0
Sra. Erika Olivera,IND,,2131164,157435,1571846,0,744205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Maite Orsini,RD,,2170494,843480,1530206,0,0,1065201,0,0,4470,0,0,0,0,0,0,0,0,0,0,0,0
Sra. Ximena Ossandón,RN,,1430494,157669,2276115,430678,0,0,153680,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Joanna Pérez,DC,,1994739,376127,3544849,0,0,863500,0,0,20642,14370,0,0,0,0,0,0,0,0,0,0,0
Sra. Catalina Pérez,RD,,2281169,139426,1970626,0,0,1169370,0,0,0,159849,0,0,0,0,0,0,0,0,0,500000,0
Sr. Guillermo Ramírez,UDI,,15518,100006,2738962,0,0,1243000,127705,189998,8915,0,130000,0,0,0,0,0,0,0,0,500000,0
Sr. Hugo Rey,RN,,2143681,194798,1688289,599000,0,489795,45800,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Camila Rojas,COMUNES,,2205184,83666,974380,357000,0,1260285,0,0,24530,0,0,0,0,0,0,0,0,0,0,200000,0
Sr. Leonidas Romero,IND,,1481253,371988,1753566,0,0,650000,0,0,9934,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Patricio Rosas,IND,,0,150185,2320241,1028000,0,401471,70210,0,0,6249,0,0,0,0,0,0,0,0,0,500000,0
Sr. Juan Santana,PS,,2381979,1160364,1775828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494742,0
Sra. Marisela Santibáñez,PC,,151608,158865,1537130,1889013,0,1000000,0,106242,259420,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Diego Schalper,RN,,2263465,101625,2142494,0,0,843750,124998,0,13548,7081,0,0,0,0,0,0,0,0,0,0,0
Sr. Alexis Sepúlveda Soto,PR,,427678,82482,1350570,3387228,0,0,0,0,30940,6207,0,0,0,0,0,0,0,0,0,499400,0
Sr. Raúl Soto Mardones ,PPD,,247543,244675,1077038,892500,0,700000,0,0,0,9076,0,0,0,0,0,0,0,0,0,500000,0
Sr. Francisco Undurraga,EVOP,,0,90859,2769888,12489,0,510000,57994,0,0,0,0,0,0,0,0,0,0,0,0,499000,0
Sr. Cristóbal Urruticoechea,PREP,,583815,86452,3290417,0,0,1071613,0,0,17776,13790,0,0,0,0,0,0,0,0,0,499000,0
Sr. Gonzalo Winter,PCS,,1906474,100374,1272350,0,0,1250000,0,0,74090,0,0,0,0,0,0,0,0,0,0,432987,0
Sra. Gael Yeomans,PCS,,2053475,152082,1231210,0,0,662500,205709,0,187712,0,0,0,0,0,0,0,0,0,0,438270,0
Sr. Cristian Labbé,UDI,,1929190,75086,2485019,96259,0,0,0,0,56039,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. María Candelaria Acevedo,PC,,2209380,71168,1081896,0,0,510000,90390,284271,109435,0,0,0,0,0,0,0,0,0,0,378300,0
Sr. Eric Aedo,DC,,1819548,75396,2370275,0,0,743850,0,166665,28197,31060,0,0,0,0,0,0,0,0,0,11919,0
Sra. Yovana Ahumada,PDG,,0,47626,1161559,357000,0,490000,0,729990,63062,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Jaime Araya,IND,,2032001,0,2310223,647500,0,0,0,0,70686,0,0,0,0,0,0,0,0,0,0,256187,0
Sr. Cristián Araya,PREP,,2168929,103901,2453805,0,0,0,0,0,18040,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Mónica Arce,IND,,532980,132041,628521,0,0,450000,20065,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Roberto Arroyo,PDG,,160000,165522,900831,225386,0,956250,151780,0,23300,7953,0,0,0,0,0,0,0,0,0,500000,0
Sra. Danisa Astudillo,PS,,1629032,145905,1034459,0,0,850000,0,297250,6354,802,0,0,0,0,0,0,0,0,0,0,0
Sra. Chiara Barchiesi,PREP,,2391703,51981,2057343,1316252,0,0,0,163973,97707,4092,0,0,0,0,0,0,0,0,0,500000,0
Sr. Héctor Barría,DC,,2106057,32034,2189738,180732,0,833333,0,0,73220,802,0,0,0,0,0,0,0,0,0,500000,0
Sr. Miguel Ángel Becker,RN,,43843,40977,2863214,942000,342230,555555,109920,157755,57984,0,0,0,0,0,0,0,0,0,0,500000,8970
Sra. María Francisca Bello,PCS,,2451487,128136,799716,686968,0,1125000,0,0,16227,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Juan Carlos Beltrán,RN,,21246,24984,2515552,445200,2378000,562500,46720,0,118384,45881,0,0,0,0,0,0,0,0,0,500000,0
Sr. Gustavo Benavente,UDI,,0,49183,2628235,1419972,0,670000,2320,685227,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Carlos Bianchi,IND,,1594088,66892,1587290,570000,0,1145555,0,0,7105,0,0,0,0,0,0,0,0,0,0,500000,142800
Sr. Fernando Bórquez,UDI,,0,344018,2084694,2016440,0,350000,0,0,28990,13188,0,0,0,0,0,0,0,0,0,500000,0
Sra. Ana María Bravo,PS,,48643,145078,1936505,1171000,0,1057207,12990,239990,48960,17129,0,0,0,0,0,0,0,0,0,500000,0
Sra. Marta Bravo,UDI,,1016391,17792,1683355,720000,383500,841751,141487,384240,36950,802,0,0,0,0,0,0,0,0,0,500000,0
Sr. Félix Bugueño,FRVS,,998154,131459,1932706,1838914,0,390000,0,0,154388,48892,0,0,0,0,0,0,0,0,0,500000,0
Sra. Mercedes Bulnes,IND,,1887032,127286,1901947,0,0,1280000,16800,0,42915,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Felipe Camaño,IND,,1697353,139823,1954090,1666005,0,0,0,0,150079,41107,0,0,0,0,0,0,0,0,0,500000,0
Sra. Nathalie Castillo,PC,,2133950,177595,1047796,0,0,1100000,176170,0,0,13720,125000,0,0,0,0,0,0,0,0,490000,0
Sr. Ricardo Cifuentes,DC,,1216723,62738,2739189,715000,0,450000,28000,0,12629,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Sara Concha,PCC,,2231639,32034,1849865,0,0,720000,175669,214036,89670,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. María Luisa Cordero,IND,,2179267,175762,2362733,0,0,0,0,0,41302,0,0,0,0,0,0,0,0,0,0,396029,0
Sr. Eduardo Cornejo,UDI,,0,49802,2153807,1000000,0,300000,13643,0,32438,12530,0,0,0,0,0,0,0,0,0,500000,0
Sr. Luis Alberto Cuello,PC,,2221625,127286,599347,1007099,0,450000,99104,279980,0,0,0,0,0,0,0,0,0,0,0,445000,0
Sr. Gonzalo De la Carrera,IND,,0,93048,3260920,111860,0,890615,33261,26990,27159,6764,0,0,0,0,0,0,0,0,0,500000,36850
Sr. Tomás De Rementería,IND,,1320293,105521,2037724,923440,0,400000,0,15000,10436,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Viviana Delgado,PEV,,503194,151099,1471476,0,0,750000,121889,193743,47124,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Felipe Donoso,UDI,,30150,0,2547156,869000,0,984497,56255,553949,61589,0,105000,0,0,0,0,0,0,0,0,500000,0
Sra. Lorena Fries,IND,,373721,49183,2114654,0,0,669118,155904,0,18131,0,120000,0,0,0,0,0,0,0,0,500000,0
Sra. Ana María Gazmuri,IND,,371707,145203,1417213,1600000,0,1157142,0,0,83690,802,0,0,0,0,0,0,0,0,0,256187,0
Sr. Andrés Giordano,IND,,1768839,59397,2471034,400000,0,0,0,78970,0,0,0,0,0,0,0,217590,0,0,0,500000,0
Sra. Marta González,IND,,1023000,194924,2370734,74970,0,1333333,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Mauro González,RN,,0,49826,1925120,1499279,0,1063888,117652,460428,71958,41671,0,0,0,0,0,16196,0,0,0,500000,0
Sr. Jorge Guzmán,EVOP,,1800000,0,1805259,1270472,93610,501839,47249,132797,56370,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Juan Irarrázaval,PREP,,1628253,23854,2933428,0,0,0,0,113897,45990,15090,0,0,0,0,0,0,0,0,0,499999,0
Sr. Andrés Jouannet,IND,,813,25990,2992914,9568,1235000,0,500997,327890,69515,81042,0,0,0,0,0,0,0,0,0,471420,0
Sr. Johannes Kaiser,PREP,,168854,47626,1848228,170522,0,1687500,0,355361,7296,0,256410,0,0,0,0,0,0,0,0,500000,0
Sra. Paula Labra,IND,,251378,88960,3269702,360889,383040,761098,79978,0,157148,0,125356,0,0,0,0,0,0,0,0,500000,0
Sr. Tomás Lagomarsino,IND,,2250017,0,1128258,1303725,0,0,0,0,54587,10323,0,0,0,0,0,0,0,0,0,500000,0
Sr. Henry Leal,UDI,,409424,52312,2848624,340459,0,513148,0,715265,0,78313,0,0,0,0,0,0,0,0,0,500000,0
Sr. Enrique Lee,PRI,,30150,87893,1664542,357000,0,1749667,0,48990,1365,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Daniel Lilayu,UDI,,0,32034,3045109,651606,0,528269,151706,0,45181,7661,0,0,0,0,0,0,0,0,0,500000,0
Sr. Luis Malla,LIBERAL,,32470,143728,1087044,400000,0,1650000,39090,0,0,0,120000,0,0,0,0,0,0,0,0,500000,0
Sr. Daniel Manouchehri,PS,,1000000,122233,1486940,1995620,0,944444,0,0,0,15081,0,0,0,0,0,0,0,0,0,500000,0
Sr. Cristóbal Martínez,UDI,,0,25370,2787909,158687,0,800000,33863,0,244493,15873,100000,0,0,0,0,0,0,1146718,0,500000,0
Sr. Christian Matheson,IND,,0,0,2155554,161,0,2450000,94141,119980,33236,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Karen Medina,PDG,,983475,146727,1762671,83300,0,1867857,50400,469595,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. José Carlos Meza,PREP,,2051431,76111,1477614,0,0,1200000,0,300142,0,0,0,0,0,0,0,0,0,0,0,0,0
Sra. Helia Molina,PPD,,2046508,23813,2588945,0,83931,0,0,0,13950,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Javiera Morales,PCS,,1674818,0,1735600,310500,0,1375000,221300,0,70274,0,248792,0,0,0,0,0,0,0,0,500000,0
Sra. Carla Morales,RN,,19110,23813,1701653,1308000,0,255555,0,0,21060,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Benjamín Moreno,PREP,,1279991,81323,2365474,565000,0,1104715,380263,66661,31144,0,0,0,0,0,0,16342,0,0,0,490312,0
Sra. Camila Musante,IND,,2359365,1096935,1896310,0,0,600000,0,103998,41888,0,0,0,0,0,0,0,0,0,0,0,0
Sra. Gloria Naveillan,IND,,0,52548,2487541,1510000,0,580000,52580,151488,2289,802,0,0,0,0,0,0,0,0,0,500000,0
Sra. Ericka Ñanco,RD,,878232,17792,1626610,0,0,741123,136317,189930,17068,6008,0,0,0,0,0,0,0,0,0,500000,0
Sr. Mauricio Ojeda,IND,,1721435,64068,2620883,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499000,0
Sr. Rubén Darío Oyarzo,PDG,,0,95252,3179951,1479018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Hernán Palma,IND,,100,101546,1815254,0,0,600000,103133,165132,0,0,113960,0,0,0,0,0,0,0,0,500000,0
Sra. Marlene Pérez,IND,,143691,18193,2005092,1823500,23643,1125000,84495,39990,96628,25942,0,0,0,0,0,0,0,0,0,399000,0
Sr. Víctor Alejandro Pino,PDG,,591052,151099,3211750,223740,77330,535295,128886,606145,7000,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Lorena Pizarro,PC,,426599,135236,2145243,0,53351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sra. Alejandra Placencia,PC,,1203699,50936,2058781,0,98830,501839,76325,0,85669,0,110000,0,0,0,0,457844,0,0,0,500000,0
Sr. Francisco Pulgar,IND,,0,51362,1353665,873550,0,978302,29837,637432,9598,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Matías Ramírez,PC,,1818414,0,1101964,594676,0,1575000,0,131996,0,0,0,0,0,0,0,0,0,0,0,340813,0
Sra. Marcia Raphael,RN,,19001,55847,2362869,880000,0,1777777,32600,0,15622,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Marcela Riquelme,IND,,1060507,105030,2358927,245096,0,1111111,46001,0,77802,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Agustín Romero,PREP,,2106061,79660,2446400,0,0,0,0,0,9472,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Natalia Romero,IND,,43277,831845,2611877,1035500,0,702574,0,34284,47124,0,0,0,0,0,0,223450,0,0,0,0,0
Sr. Jaime Sáez,RD,,1469777,95214,1137617,470348,0,1209100,0,1454424,7727,47754,0,0,0,0,0,0,0,0,0,500000,0
Sr. Jorge Saffirio,DC,,338281,797298,1961663,707500,0,1720000,0,0,0,5681,0,38230,0,0,0,0,0,0,0,500000,0
Sra. Clara Sagardia,IND,,1444948,55299,4065918,201110,0,430000,68100,0,78191,0,0,0,0,0,0,0,0,0,0,118936,0
Sr. Luis Sánchez,PREP,,562264,17792,1697016,774312,62463,1250000,119237,274980,303775,0,198000,89360,0,0,0,0,0,0,0,499000,0
Sra. Emilia Schneider,COMUNES,,952812,102063,2511400,0,0,970000,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Stephan Schubert,IND,,712934,47626,2236003,800000,0,955555,200000,0,53551,0,0,0,0,0,0,0,0,0,0,499000,0
Sra. Daniela Serrano,PC,,2171223,151099,1537169,0,0,690000,46138,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Marco Antonio Sulantay,UDI,,0,50739,3239184,780900,0,910000,30066,635446,66556,0,0,0,0,0,0,0,0,0,0,499000,0
Sr. Cristián Tapia,IND,,1345017,167270,2361275,0,0,1631250,0,0,0,0,0,0,0,0,0,0,0,0,0,308101,0
Sr. Hotuiti Teao,IND,,2119710,128136,1680399,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Carolina Tello,PC,,2517652,51982,2573220,267750,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Héctor Ulloa,IND,,1150971,87881,1909391,0,72000,1267310,229692,718950,0,0,250000,0,0,0,0,53550,0,0,0,500000,0
Sr. Alberto Undurraga,DC,,705470,0,2258462,641703,350000,507192,150954,0,24245,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Consuelo Veloso,RD,,1733464,53376,2232039,713060,0,727777,0,0,142562,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Nelson Venegas,PS,,2107167,119893,1588940,1540049,0,410000,0,0,9645,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Sebastián Videla,IND,,2415249,42989,1459942,0,0,1750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sra. Flor Weisse,UDI,,57413,32790,3231130,410000,0,880000,139090,0,0,38664,0,0,0,0,0,0,0,0,0,500000,0
Sr. Jaime Naranjo,PS,,1847202,17991,2132774,410400,0,1125000,0,0,0,0,0,0,0,0,0,0,0,0,0,68911,0
Sr. René Alinco,IND,,2207887,204511,1428259,0,0,0,0,0,70663,0,0,0,0,0,0,0,0,0,0,487626,0
Sr. Sergio Bobadilla,UDI,,1727061,105173,2119287,0,0,792800,0,0,0,4166,0,0,0,0,0,0,0,0,0,498423,0
Sr. Jaime Mulet,FRVS,,43500,154649,2615172,2657634,0,260000,0,0,189839,78281,0,0,0,0,0,0,0,0,0,490000,0
Sr. Gastón Von Mühlenbrock,UDI,,11477,88270,1527231,2259400,0,796030,0,368117,53315,19272,0,0,0,0,0,0,0,0,0,334433,0
Sr. Gaspar Rivas,PDG,,1098728,0,3425052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,8600
Sr. Frank Sauerbaum,RN,,311773,181499,2686858,797300,0,1039743,23000,0,16536,27496,0,0,0,0,0,0,0,0,0,500000,0
Sr. Bernardo Berger,IND,,16358,32034,1640980,505761,0,819670,304850,33990,3461,0,0,0,0,0,0,200000,0,0,0,499370,0
Sra. Karol Cariola,PC,,2061116,180158,1671658,520681,0,612903,0,0,0,0,0,0,0,0,0,0,0,0,0,256187,0
Sra. Daniella Cicardini,PS,,1478120,154249,2883143,890678,0,0,0,0,252983,28416,0,0,0,0,0,0,0,0,0,500000,0
Sr. Juan Antonio Coloma,UDI,,1237220,99594,2468534,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Joaquín Lavín,UDI,,0,176832,2078360,1615113,0,0,0,0,4346,5526,0,0,0,0,0,950000,0,0,0,500000,0
Sr. Daniel Melo,PS,,377031,81860,1552824,166980,0,836398,137354,0,64374,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Vlado Mirosevic,LIBERAL,,259416,82582,1906060,180000,0,1558982,54731,0,62900,0,128000,0,0,0,0,0,0,0,0,500000,0
Sr. Jorge Rathgeb,RN,,50625,91913,1892664,1624323,0,1075000,91020,0,132000,0,0,0,0,0,0,0,0,0,0,500000,0
