Name,Partido,,TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO,TELEFONÍA,TRASLACIÓN,DIFUSIÓN,ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD,ARRIENDO DE INMUEBLE,CONSUMOS BÁSICOS,EQUIPAMIENTO OFICINA PARLAMENTARIA,MATERIALES DE OFICINA,CORRESPONDENCIA,GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE),REPARACIONES LOCATIVAS DEL INMUEBLE,HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP),SEGUROS DE BIENES,ARRIENDO DE OFICINAS VIRTUALES,SERVICIOS WEB,CONTRATACIÓN SERVICIO DE ALMACENAMIENTO,ARRIENDO DE OFICINA MÓVIL,MANTENCION Y REPARACIÓN DE OFICINA MÓVIL,SERVICIOS MENORES,COVID-19 PERSONAL DE APOYO
Sr. Johannes Kaiser,PREP,,863206,0,1379332,0,0,1687500,0,203372,104870,70075,227920,0,0,0,0,0,0,0,0,500000,0
Sra. Paula Labra,IND,,163562,181956,2991095,152725,101150,493446,27312,0,387400,0,125356,0,0,0,0,0,0,0,0,500000,0
Sr. Tomás Lagomarsino,IND,,2250017,0,1113019,1235511,0,0,0,0,148363,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Henry Leal,UDI,,407604,959587,1798227,846483,0,496935,121064,298334,29311,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Enrique Lee,PRI,,1338364,51979,1612874,154098,0,1694913,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Daniel Lilayu,UDI,,0,32034,2957336,529400,0,509983,50793,0,0,0,0,0,0,0,0,550000,0,0,0,500000,0
Sr. Luis Malla,LIBERAL,,40126,730188,1133523,0,5000,1650000,67028,1122632,103731,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Daniel Manouchehri,PS,,1000000,89944,1207285,2066063,0,944444,0,0,0,772,0,0,0,0,0,0,0,0,0,500000,0
Sr. Cristóbal Martínez,UDI,,0,25799,2321499,45960,0,700000,0,936410,28684,0,0,0,0,0,0,0,0,1254561,0,500000,0
Sr. Christian Matheson,IND,,0,0,1498951,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Karen Medina,PDG,,1128927,121265,1685051,0,0,1605000,26050,199605,59814,74709,0,15360,0,0,0,0,0,0,0,463577,0
Sr. José Carlos Meza,PREP,,2051431,64385,2277182,0,0,1200000,4946,-1067907,6238,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Helia Molina,PPD,,2021619,13280,1856898,0,0,0,0,188970,48314,7194,0,0,0,0,0,400000,0,0,0,500000,0
Sra. Javiera Morales,PCS,,1189702,0,1470694,0,0,1375000,165650,0,0,0,0,0,433794,0,0,0,0,0,0,500000,0
Sra. Carla Morales,RN,,2420768,23813,1918488,848000,0,255555,0,0,0,0,0,0,0,0,0,0,0,0,0,135654,0
Sr. Benjamín Moreno,PREP,,0,69723,924831,1383175,0,1249649,40260,66661,476899,0,0,0,0,0,0,15000,0,0,0,500000,0
Sra. Camila Musante,IND,,2390324,0,1819412,0,0,600000,0,730820,0,0,0,0,0,0,0,61722,0,0,0,0,0
Sra. Gloria Naveillan,IND,,286311,52601,2991295,0,0,580000,0,65711,56924,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Ericka Ñanco,RD,,0,17792,1503619,0,0,720050,0,929710,48285,6549,0,0,0,0,0,0,0,0,0,500000,0
Sr. Mauricio Ojeda,IND,,1207535,96527,2109440,800000,0,0,0,0,23562,7956,0,0,0,0,0,0,0,0,0,499000,0
Sr. Rubén Darío Oyarzo,PDG,,0,95252,3537833,995008,13500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Hernán Palma,IND,,2174545,341419,1437618,0,0,600000,84075,-330177,0,0,159500,0,0,0,0,69295,0,0,0,500000,0
Sra. Marlene Pérez,IND,,385501,18193,1843761,0,0,1125000,82862,921993,7578,0,0,134470,0,0,0,79990,0,0,0,500000,0
Sr. Víctor Alejandro Pino,PDG,,27868,148361,3930186,299980,0,670503,49344,0,223431,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Lorena Pizarro,PC,,426599,152804,2032000,1000000,28100,0,0,532940,6420,0,0,0,0,0,0,0,0,0,0,0,0
Sra. Alejandra Placencia,PC,,7109,45983,1456808,0,141335,484468,0,55000,35247,0,110000,0,0,0,0,0,0,0,0,500000,0
Sr. Francisco Pulgar,IND,,0,1224534,864831,550000,0,2354798,0,0,0,772,0,0,0,0,0,0,0,0,0,500000,0
Sr. Matías Ramírez,PC,,1818414,0,1743140,0,0,1991839,0,0,0,9470,0,0,0,0,0,0,0,0,0,0,0
Sra. Marcia Raphael,RN,,0,55847,3151669,0,0,1777777,0,0,59898,21606,0,0,0,0,0,0,0,0,0,500000,0
Sra. Marcela Riquelme,IND,,1061800,79660,1965711,107101,0,1111111,23130,416939,42359,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Agustín Romero,PREP,,2106061,79660,2172883,143246,0,0,0,78330,61413,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Natalia Romero,IND,,314371,48661,2752686,1048000,0,684733,0,0,98510,0,0,0,0,0,0,550000,0,0,0,0,0
Sr. Jaime Sáez,RD,,202832,94981,1516383,0,0,1170884,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Jorge Saffirio,DC,,57450,31000,1667038,707500,0,1170000,0,0,160650,61506,0,0,0,0,0,0,0,0,0,500000,0
Sra. Clara Sagardia,IND,,486758,0,2348880,25704,0,430000,0,280000,483914,15899,0,0,0,0,0,0,0,0,0,500000,10000
Sr. Luis Sánchez,PREP,,645206,17792,1473341,50397,0,1250000,54390,359361,75535,0,0,0,0,0,0,0,0,0,0,499000,0
Sra. Emilia Schneider,COMUNES,,1380126,862933,1336206,0,0,1455000,2848,0,-838,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Stephan Schubert,IND,,1165934,23813,2070169,300000,0,955555,139986,0,26722,6383,0,0,0,0,0,0,0,0,0,0,0
Sra. Daniela Serrano,PC,,2052195,165217,1237411,0,0,690000,45605,0,0,0,0,0,0,0,0,242960,0,0,0,500000,0
Sr. Marco Antonio Sulantay,UDI,,0,300000,3080939,748400,0,910000,0,0,164900,0,0,0,0,0,0,0,0,0,0,499000,0
Sr. Cristián Tapia,IND,,328637,318287,1405884,1079218,0,1631250,0,0,144942,18644,0,0,0,0,0,0,0,0,0,500000,0
Sr. Hotuiti Teao,IND,,2119710,99257,1712983,0,0,0,0,389980,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Carolina Tello,PC,,2508083,769827,2023500,0,0,0,0,0,199865,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Héctor Ulloa,IND,,296898,172356,1307517,38056,82110,1223442,151492,807220,59481,0,25000,0,0,0,0,0,0,0,0,500000,0
Sr. Alberto Undurraga,DC,,145396,0,1932600,0,0,489635,151101,1357610,372661,0,0,0,0,0,0,39017,0,0,0,500000,0
Sra. Consuelo Veloso,RD,,1760188,53376,2041788,130900,0,727777,0,298930,15771,11000,0,0,0,0,0,0,0,0,0,500000,0
Sr. Nelson Venegas,PS,,2107167,102102,1405126,685500,0,410000,0,0,87334,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Sebastián Videla,IND,,2415249,0,1079887,357000,0,1750000,0,0,0,0,0,0,0,0,0,0,0,0,0,66044,0
Sra. Flor Weisse,UDI,,39312,0,3025068,782198,0,880000,21720,0,38909,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Jaime Naranjo,PS,,1848731,17991,2169676,386145,0,1125000,0,0,54735,0,0,0,0,0,0,0,0,0,0,0,0
Sr. René Alinco,IND,,2211900,207511,1958521,150000,0,0,0,0,47124,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Sergio Bobadilla,UDI,,2038231,105173,1755663,0,0,792800,59000,0,0,6840,0,0,0,0,0,0,0,0,0,489203,0
Sr. Jaime Mulet,FRVS,,99750,154649,2284438,2456624,48000,260000,1300,0,0,8152,0,0,0,0,0,0,0,0,0,500000,0
Sr. Gastón Von Mühlenbrock,UDI,,0,1208057,1445064,1526471,0,770552,0,368117,135251,4033,0,0,0,0,0,0,0,0,0,0,0
Sr. Gaspar Rivas,PDG,,0,0,2119449,1028000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Frank Sauerbaum,RN,,311773,179034,3350298,440300,0,1015968,0,0,2590,7260,0,0,0,0,0,0,0,0,0,500000,5690
Sr. Bernardo Berger,IND,,0,42727,1631080,285600,0,791297,154534,0,31004,11337,400000,0,0,0,0,0,0,0,0,500000,0
Sra. Karol Cariola,PC,,1595596,243979,1438728,222272,0,1000000,0,0,35700,0,0,0,0,0,0,0,0,0,0,500000,0
Sra. Daniella Cicardini,PS,,969202,214049,2524931,50000,0,0,0,0,168826,70359,0,0,0,0,0,0,0,0,0,500000,0
Sr. Juan Antonio Coloma,UDI,,1900000,376746,2444258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Joaquín Lavín,UDI,,0,162640,2241830,1287123,0,0,0,0,0,0,0,0,0,0,0,950000,0,0,0,500000,0
Sr. Daniel Melo,PS,,441470,1091435,1333759,0,0,807446,43340,0,219752,0,0,0,0,0,0,0,0,0,0,500000,0
Sr. Vlado Mirosevic,LIBERAL,,0,130671,1051455,569136,0,1509694,70688,10500,0,11149,78000,0,0,0,0,0,0,0,0,499997,13760
Sr. Jorge Rathgeb,RN,,6945,91913,2186920,1436667,0,1075000,98510,51090,10500,0,0,0,0,0,0,0,0,0,0,500000,0
